"@Lesson","@Sequence","Chinese (traditional)","Chinese (simplified)","pinyin","English","part of speech"
"BLCU Reader Chapter 22","33","以前","以前","yǐqián","before; ago; previously; formerly","N"
"BLCU Reader Chapter 22","34","演員","演员","yǎnyuán","actor; actress; performer","N"
"BLCU Reader Chapter 22","35","角色","角色","juésè","character; role","N"
"BLCU Reader Chapter 22","36","種類","种类","zhǒnglèi","kind; sort; type; variety","N"
"BLCU Reader Chapter 22","37","種","种","zhǒng","kind; sort; type","M"
"BLCU Reader Chapter 22","38","地方","地方","dìfang","place; region","N"
"BLCU Reader Chapter 22","39","訪問","访问","fǎngwèn","visit; call on","V"
"BLCU Reader Chapter 22","40","有的","有的","yǒude","some","Pr"
"BLCU Reader Chapter 22","41","難","难","nán","difficult; hard","A"
"BLCU Reader Chapter 22","42","研究","研究","yánjiū","study; discuss; consider","V"
"BLCU Reader Chapter 22","43","頓","顿","dùn","(measure word for meals)","M"
"BLCU Reader Chapter 22","44","便飯","便饭","biànfàn","simple meal","N"
"BLCU Reader Chapter 22","45","太太","太太","tàitài","wife; Mrs.","N"
"BLCU Reader Chapter 22","46","不怎麼樣","不怎么样","bù zěnmeyàng","not so good","IE"
"BLCU Reader Chapter 22","47","悲傷","悲伤","bēishāng","sad; sorrow","A"
"BLCU Reader Chapter 22","48","賈寶玉","贾宝玉","jiǎ bǎoyù","(name of the lead male character in Dream of the Red Chamber)","PN"
"BLCU Reader Chapter 22","49","聰明","聪明","cōngming","clever; bright","A"
"BLCU Reader Chapter 22","50","林黛玉","林黛玉","lín dàiyù","(name of the lead female character in Dream of the Red Chamber)","PN"
"BLCU Reader Chapter 22","51","詩","诗","shī","poem; poetry","N"
"BLCU Reader Chapter 22","52","相愛","相爱","xiāng'ài","fall in love","V"
"BLCU Reader Chapter 22","53","結婚","结婚","jiéhūn","get married","VO"
"BLCU Reader Chapter 22","54","騙","骗","piàn","cheat; trick","V"
"BLCU Reader Chapter 22","55","燒","烧","shāo","burn","V"
"BLCU Reader Chapter 22","56","哭","哭","kū","cry; weep","V"
"BLCU Reader Chapter 22","57","死","死","sǐ","die","V"
"BLCU Reader Chapter 22","58","回憶","回忆","huíyì","reminisce; recollect; recall","V"
"BLCU Reader Chapter 22","59","離開","离开","líkāi","leave; depart from","V"
"BLCU Reader Chapter 23","1","爬","爬","pá","climb","V"
"BLCU Reader Chapter 23","2","放假","放假","fàngjià","have a holiday or vacation","VO"
"BLCU Reader Chapter 23","3","價","价","jià","vacation; holiday","N"
"BLCU Reader Chapter 23","4","打算","打算","dǎsuan","plan/to plan; to intend to","N, V"
"BLCU Reader Chapter 23","5","提","提","tí","put forward; raise","V"
"BLCU Reader Chapter 23","6","飛機","飞机","fēijī","airplane","N"
"BLCU Reader Chapter 23","7","飛","飞","fēi","fly","V"
"BLCU Reader Chapter 23","8","機","机","jī","machine","N"
"BLCU Reader Chapter 23","9","山","山","shān","hill; mountain","N"
"BLCU Reader Chapter 23","10","頂","顶","dǐng","peak; tip; top","N"
"BLCU Reader Chapter 23","11","教書","教书","jiāoshū","teach","VO"
"BLCU Reader Chapter 23","12","建議","建议","jiànyì","make suggestions/suggestion; advice","V, N"
"BLCU Reader Chapter 23","13","氣溫","气温","qìwēn","air temperature","N"
"BLCU Reader Chapter 23","14","景色","景色","jǐngsè","scene; scenery; landscape","N"
"BLCU Reader Chapter 23","15","景","景","jǐng","view; scene","N"
"BLCU Reader Chapter 23","16","色","色","sè","scene","N"
"BLCU Reader Chapter 23","17","游泳","游泳","yóuyǒng","swim","V"
"BLCU Reader Chapter 23","18","冬天","冬天","dōngtiān","winter","N"
"BLCU Reader Chapter 23","19","夏天","夏天","xiàtiān","summer","N"
"BLCU Reader Chapter 23","20","導游","导游","dǎoyóu","tour guide","N"
"BLCU Reader Chapter 23","21","導","导","dǎo","to guide; to lead","V"
"BLCU Reader Chapter 23","22","游","游","yóu","travel","V"
"BLCU Reader Chapter 23","23","行","行","xíng","to be O.K.","V"
"BLCU Reader Chapter 23","24","長城","长城","chángchéng","the Great Wall","PN"
"BLCU Reader Chapter 23","25","泰山","泰山","tàishān","Taishan Mountain; Mount Tai","PN"
"BLCU Reader Chapter 23","26","海南島","海南岛","hǎinán dǎo","Hainan Island","PN"
"BLCU Reader Chapter 23","27","孔子","孔子","kǒngzǐ","Confucius","PN"
"BLCU Reader Chapter 23","28","小燕子","小燕子","xiǎo yànzi","(name of a Chinese tour guide)","PN"
"BLCU Reader Chapter 23","29","加油","加油","jiāyóu","make an extra effort; cheer someone on","VO"
"BLCU Reader Chapter 23","30","加","加","jiā","increase; add","V"
"BLCU Reader Chapter 23","31","累","累","lèi","tired","A"
"BLCU Reader Chapter 23","32","條","条","tiáo","strip; long narrow piece; (measure word for rivers, dragons, pants, fish)","M"
"BLCU Reader Chapter 23","33","龍","龙","lóng","dragon","N"
"BLCU Reader Chapter 23","34","拍","拍","pāi","pat; beat; take (a picture)","V"
"BLCU Reader Chapter 23","35","秋天","秋天","qiūtiān","autumn; fall","N"
"BLCU Reader Chapter 23","36","陰天","阴天","yīntiān","cloudy sky; overcast sky","N"
"BLCU Reader Chapter 23","37","下雪","下雪","xiàxuě","to snow","VO"
"BLCU Reader Chapter 23","38","雪","雪","xuě","snow","N"
"BLCU Reader Chapter 23","39","零下","零下","língxià","below zero","N"
"BLCU Reader Chapter 23","40","度","度","dù","degree (for temperature)","M"
"BLCU Reader Chapter 23","41","北方","北方","běifāng","north","N"
"BLCU Reader Chapter 23","42","春天","春天","chūntiān","spring (season)","N"
"BLCU Reader Chapter 23","43","幫忙","帮忙","bāngmáng","to help","VO"
"BLCU Reader Chapter 23","44","幫","帮","bāng","to help; assist","V"
"BLCU Reader Chapter 23","45","站","站","zhàn","stand","V"
"BLCU Reader Chapter 23","46","起","起","qǐ","rise; get up","V"
"BLCU Reader Chapter 23","47","廣州","广州","guǎngzhōu","Guangzhou","PN"
"BLCU Reader Chapter 23","48","天氣預報","天气预报","tiānqì yùbào","weather forecast","N"
"BLCU Reader Chapter 23","49","晴天","晴天","qíngtiān","sunny sky","N"
"BLCU Reader Chapter 23","50","中國民航","中国民航","zhōngguó mínháng","Civil Aviation Administration of China","PN"
"BLCU Reader Chapter 23","51","起飛","起飞","qǐfēi","take off (flying)","V"
"BLCU Reader Chapter 23","52","停車場","停车场","tíngchēchǎng","parking lot","N"
"BLCU Reader Chapter 23","53","菜單","菜单","càidān","menu","N"
"BLCU Reader Chapter 23","54","渴","渴","kě","thirsty","A"
"BLCU Reader Chapter 23","55","熊","熊","xióng","bear","N"
"BLCU Reader Chapter 23","56","害怕","害怕","hàipà","be afraid","V"
"BLCU Reader Chapter 23","57","棵","棵","kē","(measure word for trees, plants)","M"
"BLCU Reader Chapter 23","58","樹","树","shù","tree","N"
"BLCU Reader Chapter 23","59","死","死","sǐ","die","V"
"BLCU Reader Chapter 23","60","裝","装","zhuāng","pretend to be something or someone","V"
"BLCU Reader Chapter 23","61","動","动","dòng","move","V"
"BLCU Reader Chapter 23","62","危險","危险","wēixiǎn","dangerous","A"
"BLCU Reader Chapter 24","1","舅舅","舅舅","jiùjiu","uncle (mother's brother)","N"
"BLCU Reader Chapter 24","2","舅媽","舅妈","jiùmā","aunt (wife of mother's brother)","N"
"BLCU Reader Chapter 24","3","農民","农民","nóngmín","farmer; peasant","N"
"BLCU Reader Chapter 24","4","當","当","dāng","serve as; act as; to be (occupation)","V"
"BLCU Reader Chapter 24","5","蔬菜","蔬菜","shūcài","vegetable","N"
"BLCU Reader Chapter 24","6","菜","菜","cài","food; dish; vegetable","N"
"BLCU Reader Chapter 24","7","正在","正在","zhèngzài","in the process of; in the middle of; (key word of a progressive construction)","Adv"
"BLCU Reader Chapter 24","8","在","在","zài","(used to indicate an action in progress)","Adv"
"BLCU Reader Chapter 24","9","問路","问路","wènlù","ask directions to get somewhere","VO"
"BLCU Reader Chapter 24","10","變化","变化","biànhuà","change","N"
"BLCU Reader Chapter 24","11","不但","不但","búdàn","not only","Conj"
"BLCU Reader Chapter 24","12","而且","而且","érqiě","but also; and also","Conj"
"BLCU Reader Chapter 24","13","可不","可不","kěbù","exactly; right; that's just the way it is","IE"
"BLCU Reader Chapter 24","14","小孩兒","小孩儿","xiǎohái(r)","kid; child","N"
"BLCU Reader Chapter 24","15","地圖","地图","dìtú","map","N"
"BLCU Reader Chapter 24","16","向","向","xiàng","towards; to","Prep"
"BLCU Reader Chapter 24","17","像","像","xiàng","to be alike; to take after","V"
"BLCU Reader Chapter 24","18","上","上","shàng","be engaged in (work, study) at a fixed time","V"
"BLCU Reader Chapter 24","19","年級","年级","niánjí","grade (in school)","N"
"BLCU Reader Chapter 24","20","大學","大学","dàxué","university; college","N"
"BLCU Reader Chapter 24","21","辛苦","辛苦","xīnkǔ","work hard; laborious","A"
"BLCU Reader Chapter 24","22","下雨","下雨","xiàyǔ","to rain","VO"
"BLCU Reader Chapter 24","23","雨","雨","yǔ","rain","N"
"BLCU Reader Chapter 24","24","種","种","zhòng","grow; to plant","V"
"BLCU Reader Chapter 24","25","溫室","温室","wēnshì","greenhouse","N"
"BLCU Reader Chapter 24","26","溫","温","wēn","warm","A"
"BLCU Reader Chapter 24","27","收入","收入","shōurù","income; earnings","N"
"BLCU Reader Chapter 24","28","收","收","shōu","accept; receive","V"
"BLCU Reader Chapter 24","29","入","入","rù","to enter","V"
"BLCU Reader Chapter 24","30","前年","前年","qiánnián","the year before last; two years ago","N"
"BLCU Reader Chapter 24","31","蓋","盖","gài","build","V"
"BLCU Reader Chapter 24","32","座","座","zuò","(measure word for mountains, buildings and other immovable objects)","M"
"BLCU Reader Chapter 24","33","輛","辆","liàng","(measure word for vehicles)","M"
"BLCU Reader Chapter 24","34","城市","城市","chéngshì","city","N"
"BLCU Reader Chapter 24","35","城","城","chéng","city; wall","N"
"BLCU Reader Chapter 24","36","方便","方便","fāngbiàn","convenient","A"
"BLCU Reader Chapter 24","37","村","村","cūn","village","N"
"BLCU Reader Chapter 24","38","文化","文化","wénhuà","culture; education; literacy","N"
"BLCU Reader Chapter 24","39","低","低","dī","low","A"
"BLCU Reader Chapter 24","40","技術","技术","jìshù","technology; skill","N"
"BLCU Reader Chapter 24","41","管理","管理","guǎnlǐ","manage; administer","V"
"BLCU Reader Chapter 24","42","暖和","暖和","nuǎnhuo","warm","A"
"BLCU Reader Chapter 24","43","涼快","凉快","liángkuai","cool (temperature)","A"
"BLCU Reader Chapter 24","44","機場","机场","jīchǎng","airport","N"
"BLCU Reader Chapter 24","45","接","接","jiē","pick up (someone)","V"
"BLCU Reader Chapter 24","46","行李","行李","xíngli","baggage; luggage","N"
"BLCU Reader Chapter 24","47","箱子","箱子","xiāngzi","box; case; trunk","N"
"BLCU Reader Chapter 24","48","一路平安","一路平安","yílù píng'ān","have a pleasant journey; bon voyage","IE"
"BLCU Reader Chapter 24","49","停","停","tíng","stop","V"
"BLCU Reader Chapter 24","50","愛人","爱人","àiren","husband; wife; spouse; lover","N"
"BLCU Reader Chapter 24","51","士兵","士兵","shìbīng","soldier","N"
"BLCU Reader Chapter 24","52","將軍","将军","jiāngjūn","general","N"
"BLCU Reader Chapter 24","53","站崗","站岗","zhàngǎng","stand guard","VO"
"BLCU Reader Chapter 24","54","凍","冻","dòng","freeze","V"
"BLCU Reader Chapter 24","55","發抖","发抖","fādǒu","shake; tremble; shiver","V"
"BLCU Reader Chapter 24","56","生火","生火","shēnghuǒ","make a fire","VO"
"BLCU Reader Chapter 24","57","正常","正常","zhèngcháng","normal; regular","A"
"BLCU Reader Chapter 24","58","聲","声","shēng","sound; voice","N"
"BLCU Reader Chapter 25","1","著","着","zhe","(indicating the continuous aspect)","Pt"
"BLCU Reader Chapter 25","2","送","送","sòng","take someone somewhere; see someone off","V"
"BLCU Reader Chapter 25","3","被","被","bèi","by (indicates passive voice)","Prep"
"BLCU Reader Chapter 25","4","撞","撞","zhuàng","knock; collide","V"
"BLCU Reader Chapter 25","5","傷","伤","shāng","hurt; wound","V"
"BLCU Reader Chapter 25","6","第","第","dì","(indicates ordinal numbers)","Pref"
"BLCU Reader Chapter 25","7","檢查","检查","jiǎnchá","examine","V"
"BLCU Reader Chapter 25","8","重","重","zhòng","serious; heavy","A"
"BLCU Reader Chapter 25","9","完","完","wán","finish; run out of","V"
"BLCU Reader Chapter 25","10","馬上","马上","mǎshàng","right away; immediately","Adv"
"BLCU Reader Chapter 25","11","胳膊","胳膊","gēbo","arm","N"
"BLCU Reader Chapter 25","12","腿","腿","tuǐ","leg","N"
"BLCU Reader Chapter 25","13","騎","骑","qí","ride (bicycle or horse)","V"
"BLCU Reader Chapter 25","14","自行車","自行车","zìxíngchē","bicycle","N"
"BLCU Reader Chapter 25","15","笑","笑","xiào","laugh; smile","V"
"BLCU Reader Chapter 25","16","注意","注意","zhùyì","pay attention to","V"
"BLCU Reader Chapter 25","17","停","停","tíng","stop; park","V"
"BLCU Reader Chapter 25","18","醫藥費","医药费","yīyàofèi","medical expenses","N"
"BLCU Reader Chapter 25","19","以為","以为","yǐwéi","to think or believe (and be wrong)","V"
"BLCU Reader Chapter 25","20","如果","如果","rúguǒ","if","Conj"
"BLCU Reader Chapter 25","21","躺","躺","tǎng","lie down","V"
"BLCU Reader Chapter 25","22","電視","电视","diànshì","television","N"
"BLCU Reader Chapter 25","23","視","视","shì","look at","V"
"BLCU Reader Chapter 25","24","束","束","shù","bunch (of flowers)","M"
"BLCU Reader Chapter 25","25","放","放","fàng","put; place","V"
"BLCU Reader Chapter 25","26","桌子","桌子","zhuōzi","table; desk","N"
"BLCU Reader Chapter 25","27","結果","结果","jiéguǒ","result; outcome","N"
"BLCU Reader Chapter 25","28","關","关","guān","close; turn off","V"
"BLCU Reader Chapter 25","29","彎","弯","wān","bend","V"
"BLCU Reader Chapter 25","30","倒霉","倒霉","dǎoméi","bad luck","A"
"BLCU Reader Chapter 25","31","壞","坏","huài","bad; broken","A"
"BLCU Reader Chapter 25","32","消息","消息","xiāoxi","news","N"
"BLCU Reader Chapter 25","33","小偷","小偷","xiǎotōu","thief","N"
"BLCU Reader Chapter 25","34","偷","偷","tōu","steal","V"
"BLCU Reader Chapter 25","35","派出所","派出所","pàichūsuǒ","police substation","N"
"BLCU Reader Chapter 25","36","抓","抓","zhuā","clutch; catch; arrest","V"
"BLCU Reader Chapter 25","37","丟","丢","diū","lose","V"
"BLCU Reader Chapter 25","38","型號","型号","xínghào","model; type","N"
"BLCU Reader Chapter 25","39","補","补","bǔ","mend","V"
"BLCU Reader Chapter 25","40","信用卡","信用卡","xìnyòngkǎ","credit card","N"
"BLCU Reader Chapter 25","41","掛失","挂失","guàshī","report the loss of something","VO"
"BLCU Reader Chapter 25","42","項鏈","项链","xiàngliàn","necklace","N"
"BLCU Reader Chapter 25","43","警車","警车","jǐngchē","police car; police van","N"
"BLCU Reader Chapter 25","44","手機","手机","shǒujī","cellular phone","N"
"BLCU Reader Chapter 25","45","突然","突然","tūrán","sudden; suddenly","A"
"BLCU Reader Chapter 25","46","刀","刀","dāo","knife","N"
"BLCU Reader Chapter 25","47","警察","警察","jǐngchá","policeman","N"
"BLCU Reader Chapter 25","48","嚇","吓","xià","scare; frighten","V"
"BLCU Reader Chapter 25","49","手","手","shǒu","hand","N"
"BLCU Reader Chapter 25","50","掉","掉","diào","drop; fall","V"
"BLCU Reader Chapter 25","51","地上","地上","dìshang","ground; floor","N"
"BLCU Reader Chapter 26","1","成","成","chéng","become","V"
"BLCU Reader Chapter 26","2","中國通","中国通","zhōngguótōng","expert of China","N"
"BLCU Reader Chapter 26","3","情況","情况","qíngkuàng","situation","N"
"BLCU Reader Chapter 26","4","實在","实在","shízài","honest/truly; really","A, Adv"
"BLCU Reader Chapter 26","5","越來越","越来越","yuèláiyuè","more and more","IE"
"BLCU Reader Chapter 26","6","南","南","nán","south","N"
"BLCU Reader Chapter 26","7","特點","特点","tèdiǎn","characteristic; feature","N"
"BLCU Reader Chapter 26","8","歷史","历史","lìshǐ","history","N"
"BLCU Reader Chapter 26","9","博物館","博物馆","bówùguǎn","museum","N"
"BLCU Reader Chapter 26","10","舉辦","举办","jǔbàn","conduct; hold","V"
"BLCU Reader Chapter 26","11","展覽","展览","zhǎnlǎn","exhibition; show","N"
"BLCU Reader Chapter 26","12","圖片","图片","túpiàn","picture; photograph","N"
"BLCU Reader Chapter 26","13","對","对","duì","to","Prep"
